index,name,description,brand,sku_id,price,in_stock,currency,color,breadcrumbs,avg_rating,total_reviews,overview,specifications
imwc7rhbzprsq1xppuf3hlfx,22 in. L  x 15 in. H  x 5 in. W 3-Tier Clear Glass Bathroom Shelf in Antique Copper,"Create a spacious area with the Allied Brass Glass Bathroom Shelf. This shelf has a glass construction, which allows light to pass through, brightening up your bathroom. It has brass hardware, which resists everyday cracks and chips. The fixture has an eye-catching antique copper coating, giving your bathroom space a rustic feel. It is equipped with fitting accessories and has concealed screws, keeping them hidden for a sleeker appearance. This shelf features a corrosion-resistant design, meaning it will not be damaged if it is exposed to greater amounts of moisture. It has a contemporary style, freshening up your bathroom decor.",Allied Brass,,154,TRUE,USD,Copper,"Bath, Bathroom Storage, Bathroom Shelves",,,"Corrosion-resistant design is unlikely be damaged by humidity, Quick and easy installation saves you time, Mounting hardware makes installation a breeze, Limited lifetime warranty, Number of Tiers: Three, Shelf Width: 22 in., Total Load Capacity: 50 lb., Weight: 13.6 lb.","[{'Shape': 'Rectangular'}, {'Shelf Included Components': 'Hardware'}, {'Style': 'Classic,Modern,Rustic'}, {'Material': 'Brass'}, {'Mount Type': 'Wall'}, {'Total load capacity (lb.)': '50'}, {'Bath Accessory Type': 'Bath Shelf'}, {'Shelf Features': 'Concealed Hardware'}, {'Returnable': '90-Day'}, {'Color Family': 'Copper'}, {'Color/Finish': 'Antique Copper'}, {'Product Weight (lb.)': '13.6'}, {'Product Height (in.)': '15 in'}, {'Product Depth (in.)': '5 in'}, {'Product Width (in.)': '22'}]"
q2bs3q3uokc4lqdq7lfb3itl,Prestige Que New Collection 30 in. Floating Glass Shelf in Satin Nickel,"A floating shelf delivers a unique look to any bathroom or powder room. Unlike other shelves, the surface of our floating shelf is suspended below the arms instead of propped up by the brackets. This makes the shelf look like its floating in mid-air. Our floating glass shelf features solid brass arms that reach down to the glass surface. Shelf also uses solid brass supports under the back edge of the glass for additional strength and support.",Allied Brass,,288.75,TRUE,USD,Nickel,"Bath, Bathroom Storage, Bathroom Shelves",,,"Crafted from the finest solid brass materials, Made with 3/8 in. thick tempered glass for safety and strength, Decorative caps mounted under shelf for plenty of capacity, Concealed screw mounting hardware installs easily, Wall mounted design is an ideal use of space, Products are provided with a limited lifetime warranty","[{'Shape': 'Rectangular'}, {'Shelf Included Components': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall'}, {'Total load capacity (lb.)': '25'}, {'Shelf Features': 'Concealed Hardware'}, {'Returnable': '90-Day'}, {'Color Family': 'Nickel'}, {'Color/Finish': 'Satin Nickel'}, {'Product Weight (lb.)': '10.5 lb'}, {'Product Height (in.)': '8 in'}, {'Product Depth (in.)': '8 in'}, {'Product Width (in.)': '30 in'}]"
jwqpkbnkbmgkprjjam5sa9cb,Prestige Skyline 30 in. Floating Glass Shelf with Gallery Rail in Satin Nickel,"A floating shelf delivers a unique look to any bathroom or powder room. Unlike other shelves, the surface of our floating shelf is suspended below the arms instead of propped up by the brackets. This makes the shelf look like its floating in mid-air. The gallery rail on this shelf will keep your items and secure and in place. Our floating glass shelf features solid brass arms that reach down to the glass surface. Shelf also uses solid brass supports under the back edge of the glass for additional strength and support.",Allied Brass,,365.75,TRUE,USD,Nickel,"Bath, Bathroom Storage, Bathroom Shelves",,,"Crafted from the finest solid brass materials, Made with 3/8 in. thick tempered glass for safety and strength, Decorative caps mounted under shelf for plenty of capacity, Concealed screw mounting hardware installs easily, Wall mounted design is an ideal use of space, Products are provided with a limited lifetime warranty","[{'Shape': 'Rectangular'}, {'Shelf Included Components': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall'}, {'Total load capacity (lb.)': '25'}, {'Shelf Features': 'Concealed Hardware'}, {'Returnable': '90-Day'}, {'Color Family': 'Nickel'}, {'Color/Finish': 'Satin Nickel'}, {'Product Weight (lb.)': '11 lb'}, {'Product Height (in.)': '8 in'}, {'Product Depth (in.)': '8.6 in'}, {'Product Width (in.)': '30 in'}]"
aa6b4udc084l789juv6m5cpk,Prestige Regal 22 in. L  x 5 in. H  x 5 in. W Paper Towel Holder with Clear Glass Shelf in Satin Chrome,Maximize space and efficiency with this beautiful glass shelf and paper towel holder combination. Large or regular sized rolls of paper towel will work with this convenient space saving paper towel holder. Practical design makes great use of wall space and provides ideal shelf space for your favorite items. Made of solid brass and tempered glass this classic unit will enhance any kitchen.,Allied Brass,,119,TRUE,USD,Chrome,"Bath, Bathroom Storage, Bathroom Shelves",,,"Made to accommodate large and regular size rolls, 5 in. x 22 in. x 3/8 in. thick tempered glass, Crafted of the finest solid brass materials, Concealed screw mounting hardware installs easily, Available in a variety of lifetime designer finishes, Products are provided with a limited lifetime warranty, Wall mounted design is an ideal use of space","[{'Shape': 'Rectangular'}, {'Shelf Included Components': 'Mounting Hardware'}, {'Style': 'Classic,Modern,Transitional'}, {'Material': 'Brass'}, {'Mount Type': 'Wall'}, {'Total load capacity (lb.)': '25'}, {'Bath Accessory Type': 'Bath Shelf'}, {'Shelf Features': 'Concealed Hardware'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '20'}, {'Color Family': 'Chrome'}, {'Color/Finish': 'Satin Chrome'}, {'Product Weight (lb.)': '4.8'}, {'Product Length (in.)': '22'}, {'Product Height (in.)': '5'}, {'Product Depth (in.)': '5'}, {'Width (in.)': '22'}, {'Product Width (in.)': '22'}]"
j7oooypym5kwpke0g7ptj3ct,Wyndham 30 in. W x 30 in. H x 4-3/4 in. D Tri-View Bathroom Medicine Cabinet in White Semi-Gloss,This Design House Wyndham Collection surface mount tri-view medicine cabinet is designed to provide ample storage space while still maintaining a traditional style. This attractive collection of cabinetry is crafted from durable and attractive thermofoil. Medicine cabinet arrives pre-assembled with all required mounting hardware to hang in place.,Design House,,245.01,TRUE,USD,White,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",3.6429,14,"Quality durable water resistant white semi-gloss thermofoil overlay finish, Full MDF construction, Surface mount, 2 fixed shelves, Frameless cabinet design, California 93120 compliant, 1 year limited warranty","[{'Shape': 'Rectangular'}, {'Included': 'No Additional Included Components'}, {'Assembly Required': 'No'}, {'Number of Shelves': '2'}, {'Mount Type': 'Surface Mount'}, {'Features': 'No Additional Features'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '20'}, {'Color Family': 'White'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '27.58'}, {'Cabinet Material': 'Wood'}, {'Product Height (in.)': '30 in'}, {'Product Depth (in.)': '4.75 in'}, {'Shelf width (in.)': '29'}, {'Product Width (in.)': '30 in'}]"
vtpuj11godr1pjl672g1y2p6,Rieti 24 in. W x 32 in. L Rectangular Surface-Mount LED Glass Surface Mount Medicine Cabinet with Mirror in Silver,"The ROSWELL Rieti Vanity Mirror embodies the ideal blend of style and functionality. The sleek, mirrored panel features embedded LED lights for illumination of your morning routine. Inside, you'll find spacious, adjustable shelves offering concealed storage for all your toiletries.",ROSWELL,1005903062,569,TRUE,USD,Silver,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",,,"Double sided mirrored door, Aluminum frame body, Color temperature 3000/4000/6000K, Touch sensor switch, USB socket and power outlet, Surface mounting and recessed mounting, 3 height-adjustable glass shelves, Soft-closing hinge, glass backing, 110-Volt, IP44 rated, Mirror panel on both sides, Horizontal hanging, Easy assembly required installation instructions, hardware and mounting bracket included, <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>","[{'Shape': 'Rectangular'}, {'Included': 'Mounting Hardware'}, {'Assembly Required': 'No'}, {'Number of Shelves': '3'}, {'Mount Type': 'Surface Mount'}, {'Features': 'Adjustable Hinges,Adjustable Shelves,Beveled Edge Mirror,Glass Panel Door(s),Lighted,With Electrical Outlet'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '6.6'}, {'Color Family': 'Silver'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '39.3'}, {'Cabinet Material': 'Aluminum'}, {'Product Height (in.)': '32'}, {'Product Depth (in.)': '5'}, {'Shelf width (in.)': '3.35'}, {'Product Width (in.)': '24'}]"
cy6er9vplyyfg4wp2585cgxq,24-3/8 in. W x 25-1/4 in. H Frameless Surface-Mount Tri-View Bathroom Medicine Cabinet,"A perfect complement to any bathroom style, the Glacier Bay 24-3/8 in. W x 25-1/4 in. H x 4.37 in. D Frameless Surface-Mount Tri-View Bathroom Medicine Cabinet features beveled edges and a classic frameless design. Cabinet is white finish. The tri-view mirror offers multiple viewing angles for added functionality. The 2 adjustable shelves offers ample storage flexibility. Double shelf pegs enable you to customize your space quick and easy. Wood Composite construction provides exceptional durability and strength. Fully assembled for your convenience.",Glacier Bay,1002749440,89,FALSE,USD,Silver,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",4.0408,147,"Frameless beveled mirror with white cabinet finish, Surface mount, Tri-view mirror offers multiple viewing angles, Concealed and adjustable hinges, Fully assembled for easy installation","[{'Shape': 'Rectangular'}, {'Included': 'Mirror'}, {'Assembly Required': 'No'}, {'Number of Shelves': '2'}, {'Mount Type': 'Surface Mount'}, {'Features': 'Adjustable Shelves'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '19.5'}, {'Color Family': 'Silver'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '24'}, {'Cabinet Material': 'Wood Composite'}, {'Product Height (in.)': '25.2'}, {'Product Depth (in.)': '4.37'}, {'Shelf width (in.)': '21.671'}, {'Product Width (in.)': '24.38'}]"
iumli8xhabjscfyt7kyg7tae,Specialty 16 in. x 25 in. Recessed Medicine Cabinet,"These Medicine Cabinets are Recessed, but have an OPTIONAL Surface Mount Kit if you choose to Surface Mount it Outside The wall. The Basix Cabinets come in 5 popular sizes and the Basix PLUS comes in 4 sizes. All the frames are wood. The construction of the cabinet body is Anodized gray Aluminum which will not rust.",Afina,,341.04,TRUE,USD,Silver,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",,,"Anodized aluminum construction, Recessed or optional surface mount kit, High polished tempered glass shelves, Bevel mirror, Will not rust or corrode","[{'Shape': 'Rectangular'}, {'Included': 'No Additional Included Components'}, {'Assembly Required': 'No'}, {'Number of Shelves': '2'}, {'Mount Type': 'Recessed/Surface Mount'}, {'Recessed Opening Depth (in.)': '4'}, {'Features': 'Beveled Edge Mirror'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '75 lb'}, {'Color Family': 'Silver'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '24 lb'}, {'Cabinet Material': 'Aluminum'}, {'Recessed Opening Width (in.)': '14'}, {'Product Height (in.)': '25 in'}, {'Product Depth (in.)': '4 in'}, {'Shelf width (in.)': '14'}, {'Product Width (in.)': '16 in'}, {'Recessed Opening Height (in.)': '18'}]"
puwa5nk4o6acnnmzosvubq4x,15 in. x 26 in. Frameless Surface-Mount LED Mirror Bathroom Medicine Cabinet with Motion & Photocell Sensor,"This 15 in. x 4-3/4 in. x 26 in. mirror cabinet is designed with lighted mirror at the front. Three way optional operation of the LED light: Option 1) the lights will automatically turn on if the sensor detects motion; Option 2) the lights will be turned off; Option 3) the lights will automatically turn on if the sensor detects motion where the location is dimly lit. If no motion is detected, the light will turn off after 10 minutes. Inside the adjustable glass shelves hold all your toiletries and bath items. Our rust-free aluminum construction with mirror back ensures years of use.",Glacier Bay,731871,,FALSE,USD,Silver,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",3.6667,3,"LED lights integrated into mirror face, Motion sensor is to detect movement to light on, 3 adjustable glass shelves, Surface mount only, Hanging kit included, 165° soft-closing hinges, Cabinet is 26 in. H, Cabinet is 15 in. W, <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>","[{'Shape': 'Rectangular'}, {'Included': 'No Additional Included Components'}, {'Assembly Required': 'Yes'}, {'Number of Shelves': '3'}, {'Mount Type': 'Surface Mount'}, {'Features': 'Adjustable Hinges,Motion Sensor'}, {'Weight Capacity (lb.)': '28'}, {'Color Family': 'Silver'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '26.32'}, {'Cabinet Material': 'Aluminum'}, {'Product Height (in.)': '26'}, {'Product Depth (in.)': '4.75'}, {'Shelf width (in.)': '2.38'}, {'Product Width (in.)': '15'}]"
v1pfm7di8ngi9rrirkjy6oaw,Atlas 24 in. x 26 in. x 5.25 in. LED Surface Mount Medicine Cabinet Mirror with Touch Control and Dual Color,"The Atlas single door surface mount LED medicine cabinet from innociusa is unique in its own way. It takes your bathroom to the next level. This model is our new premium product on the market and now features both warm white 3000K and cool white 6000K color temperature. Warm white 3000K is ideal for decorating your bathroom and cool white 6000K is perfect for morning makeup and shaving. It is beautiful and practical. Imagine yourself in your own personal oasis with Atlas, the best LED medicine cabinet on the market.",innoci-usa,,830.8,TRUE,USD,Aluminum,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",,,"Convenient surface mounting that presents a sleek look, SmartTouch control allowing you to control the color temperature and On/Off function with a simple touch of your finger, Dimmable lighting function that creates multiple atmospheres in your room, Copper free mirror that is environmentally friendly, it prolongs mirror longevity for years of usage, LED lighting that is energy saving and trouble free, durable aluminum frame that is long lasting, Beautiful built in 6 LED cosmetic mirror for perfect makeup and skin care, Adjustable tempered glass shelves providing customized feel, Perfect 170° soft closing hinges, 3 prong 120-Volt electrical outlet, ideal for shaving or hair straightening and USB port for charging, Stunning mirrored interior, 50K bulb life providing carefree maintenance for your peace of mind, Dual color temperatures (3000K and 6000K) that are conventional and modern, giving you the flexibility to change the mood of your bathroom to be romantic at night and functional in the morning, IP44 rating that protects our users against intrusion from foreign objects and moisture","[{'Shape': 'Rectangular'}, {'Included': 'Hardware'}, {'Assembly Required': 'Yes'}, {'Number of Shelves': '3'}, {'Mount Type': 'Surface Mount'}, {'Features': 'Adjustable Hinges,Adjustable Shelves,Concealed Hinges'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '40 lb'}, {'Color Family': 'Aluminum'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '50.6 lb'}, {'Cabinet Material': 'Glass'}, {'Product Height (in.)': '26 in'}, {'Product Depth (in.)': '5.25 in'}, {'Shelf width (in.)': '22'}, {'Product Width (in.)': '24 in'}]"
gol255c741wvxqrj69bwgpdy,Single Door 24 in. x 30 in. Recessed Medicine Cabinet Basix Antique Satin White,"These Medicine Cabinets are Recessed, but have an Optional Surface Mount Kit if you choose to Surface Mount it Outside The wall. The Basix Cabinets come in 5 popular sizes and the Basix Plus comes in 4 sizes. All the frames are wood. The construction of the cabinet body is Anodized gray Aluminum which will not rust.",Afina,,472.5,TRUE,USD,White,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",4,2,"Anodized aluminum construction, Recessed or optional surface mount kit, High polished tempered glass shelves, Bevel mirror, Will not rust or corrode","[{'Shape': 'Rectangular'}, {'Included': 'No Additional Included Components'}, {'Assembly Required': 'No'}, {'Number of Shelves': '3'}, {'Mount Type': 'Recessed'}, {'Recessed Opening Depth (in.)': '4'}, {'Features': 'Adjustable Shelves'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '100 lb'}, {'Color Family': 'White'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '35 lb'}, {'Cabinet Material': 'Aluminum'}, {'Recessed Opening Width (in.)': '22'}, {'Product Height (in.)': '30 in'}, {'Product Depth (in.)': '4 in'}, {'Shelf width (in.)': '21'}, {'Product Width (in.)': '24 in'}, {'Recessed Opening Height (in.)': '28'}]"
yop7dnpzzrtk8ipr64ev30zs,Radiance 25.25 in. x 39.75 in. Recessed Single Door Left Hinge Medicine Cabinet in Silver Frame,"The Afina Radiance Medicine Cabinets are Recessed, but have an OPTIONAL Surface Mount Kit #MSK-RAD-L,, if you choose to Surface Mount it Outside the wall. The Radiance cabinet is ALL mirror, including the frame. The construction of the cabinet body is Anodized gray Aluminum which will not rust with 3 tempered High Polished adjustable 3/8"" Glass Shelves.",Afina,,1237.71,TRUE,USD,Silver,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",,,"3 adjustable shelves provide ample storage capacity, Durable glass shelves are easy to move, Satin anodized aluminum construction is pleasing to the eye and adds durability, Left-hinged door keeps accessories hidden from view, Front beveled mirror for an elegant, framed look, 3 mirror design (front, behind door, and behind shelves) add to its functionality, Can be wall or recessed mounted","[{'Shape': 'Rectangular'}, {'Included': 'Mounting Hardware'}, {'Assembly Required': 'No'}, {'Number of Shelves': '3'}, {'Mount Type': 'Recessed'}, {'Recessed Opening Depth (in.)': '4'}, {'Features': 'Adjustable Shelves'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '75 lb'}, {'Color Family': 'Silver'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '60 lb'}, {'Cabinet Material': 'Aluminum'}, {'Recessed Opening Width (in.)': '21'}, {'Product Height (in.)': '39.75'}, {'Product Depth (in.)': '4 in'}, {'Shelf width (in.)': '21'}, {'Product Width (in.)': '25.5'}, {'Recessed Opening Height (in.)': '27'}]"
cttxn3pxf67jsp1wgh5aknng,24 in. W x 24-3/16 in. H Fog Free Framed Surface-Mount Tri-View Bathroom Medicine Cabinet in Oak,"A perfect complement to any bathroom style, the Home Decorators Collections 24 in. W x 24-3/16 in. H x 4.57 in. D Fog Free Framed Tri-View Surface-Mount Medicine Cabinet features an oak framed classic design. Our innovative, fog-free technology is safe, affordable and does not require heating elements. Enjoy a fogless reflection without wiping off your mirror or having to use a hairdryer to remove steam. The tri-view mirror offers multiple viewing angles for added functionality. The 2 adjustable shelves offers ample storage flexibility. Double shelf pegs enable you to customize your space quick and easy. Wood Composite construction provides exceptional durability and strength. Fully assembled for your convenience.",Home Decorators Collection,1002741819,74,TRUE,USD,Wood,"Bath, Bathroom Storage, Medicine Cabinets, Medicine Cabinets with Mirrors",4.005,200,"Patented fog-free mirror, Oak finish, Surface mount, Tri-view mirror offers multiple viewing angles, Includes 2 adjustable shelves, Fully assembled for easy installation, <a href=""https://www.homedepot.com/b/Home-Decorators-Collection/N-5yc1vZ4vr"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about exclusive Home Decorators Collection products</a>","[{'Shape': 'Rectangular'}, {'Included': 'Mirror'}, {'Style': 'Casual,Classic,Contemporary,Modern,Style'}, {'Assembly Required': 'No'}, {'Number of Shelves': '2'}, {'Mount Type': 'Surface Mount'}, {'Features': 'Adjustable Shelves,Fog Free'}, {'Returnable': '90-Day'}, {'Weight Capacity (lb.)': '19.5'}, {'Color Family': 'Wood'}, {'Color/Finish': 'Oak'}, {'Medicine Cabinets Size': 'Medium'}, {'Product Weight (lb.)': '16.63'}, {'Cabinet Material': 'Wood Composite'}, {'Product Height (in.)': '24'}, {'Product Depth (in.)': '4.576'}, {'Shelf width (in.)': '22.34'}, {'Product Width (in.)': '24.17'}]"
eat2qqgsnf4rld36hdskgvrn,49 in. W x 22 in. D Single Bath Vanity in Blue with Marble Vanity Top in White Carrara with White Round Basin,"The Terni collection by Bellaterra Home features simple style bathroom vanities that can integrate seamlessly with any home design. From a simple or to the grand home design, you will appreciate this beautifully crafted piece of furniture as the focal point in your bathroom. The structure of the cabinet is built with solid oak. This vanity has 6-drawers and 2-cabinet doors that open to a large ample storage space. The drawers are constructed with English dovetail and are installed with smooth full extension glides to provide durability. This vanity features brushed nickel finish hardware and a beautiful counter top that is pre-sealed and polished for added protection. The bathroom vanity top is preinstalled with a white cUPC certified ceramic sink.",Bellaterra Home,1005128987,2175,FALSE,USD,Blue,"Bath, Bathroom Vanities, Bathroom Vanities with Tops",,,"Constructed from solid oak wood, birch veneer and plywood, Full extension, soft close drawer glides and soft close door hinges, Low maintenance, high durability, Dovetail drawer construction, Beautiful brushed nickel hardware included, Includes toe-kick recess at cabinet base, Ample space for plenty of bathroom storage, Multi-layer waterproof top coat protects against bathroom humidity, Cabinet comes fully assembled, Large back opening for easy installation, Vanity top is pre-drilled with 1-faucet hole for a single hole faucet (faucet not included), cUPC certified white ceramic sink is factory pre-installed to stone top (backsplash not included)","[{'Cabinet & Top Assembled weight (lbs)': '260'}, {'Medicine Cabinet Included': 'Medicine Cabinet Not Included'}, {'Cabinet Color Family': 'Blue'}, {'Number of Drawers': '6'}, {'Top weight (lb.)': '125'}, {'Style': 'Art Deco,Casual,Classic,Coastal,Contemporary,Cottage,Designer,Farmhouse,Glam,Mid-Century,Minimalist,Modern,Style,Traditional,Transitional'}, {'Faucet Included': 'Faucet Not Included'}, {'Sink Shape': 'Round'}, {'Top Color Family': 'White'}, {'Assembly Required': 'No'}, {'Sink Material': 'Ceramic'}, {'Sink Type': 'Drop-in'}, {'Vanity Drawer/Door Features': 'Soft Close Door Hinges,Soft Close Drawer Glides'}, {'Sink Color': 'White'}, {'Number of Shelves Included in Cabinet': '1'}, {'Number of Sinks': 'Single Sink'}, {'Included': 'No Additional Included Components'}, {'Mirror Included': 'Mirror Not Included'}, {'Returnable': '90-Day'}, {'Hardware Finish Family': 'Nickel'}, {'Top Material': 'Marble'}, {'Vanity Top Edge Type': 'Straight'}, {'Sink Location': 'Center'}, {'Cabinet Color': 'Blue'}, {'Faucet Hole Spacing (in.)': 'Single Hole'}, {'Cabinet Material': 'Wood'}, {'Vanity Cabinet Features': 'Open Shelves'}, {'Backsplash Included': 'Backsplash Not Included'}, {'Sidesplash Included': 'Sidesplash Not Included'}, {'Top Color': 'White Carrara'}, {'Cabinet Shade': 'Dark'}, {'Vanity Type': 'Freestanding'}, {'Sink Color Family': 'White'}, {'Manufacturer Warranty': '1 year manufacture defects-original owner, parts only'}, {'Cabinet Height (in.)': '34.50'}, {'Cabinet Width (in.)': '48.00'}, {'Vanity Top Thickness (in.)': '1.20'}, {'Basin Width (in.)': '18'}, {'Cabinet Depth (in.)': '21.50'}, {'Countertop Depth (in.)': '22'}, {'Assembled Depth (in.)': '22 in'}, {'Basin Depth (in.)': '7'}, {'Countertop Height (in.)': '35.50'}, {'Assembled Width (in.)': '49 in'}, {'Countertop Width (in.)': '49'}, {'Basin Length (in.)': '18'}, {'Assembled Height (in.)': '35.5 in'}]"
dwk6ajglba3yt4xji8e14zdf,Cottage 49 in. W x 22 in. D Bath Vanity in Harbor Blue with Granite Vanity Top in Midnight Black with Trough White Basin,"With beadboard-style side panels and louvered outer doors, this vanity-cabinet will give your bathroom the look and feel of a rustic cottage. The blue harbor finish on this piece evokes cleanliness and calmness, bringing a sense of tranquility to your home. At 49 in. W, this vanity and granite vanity top in Black is an ideal size for homeowners who desire plentiful counter top surface area in their bathroom. A fully extending bottom drawer adds to the ample storage space you'll find behind the two doors above and a door on each side. Explore the Foremost Cottage collection for wall/ medicine-cabinets and wall mirrors in the same style.",Home Decorators Collection,,1189,FALSE,USD,Harbor Blue,"Bath, Bathroom Vanities, Bathroom Vanities with Tops",,,"Dimensions: 48 in. W x 21-5/8 in. D x 34 in. H, Faucet and bath accessories sold separately, Wood knobs and bun feet with fastening hardware included, Accommodates a 49 in. W x 22 in. D vanity top with 1 centerset sink (sold separately), Comes fully assembled except for knobs and bun feet (screwdriver required), Outfitted with three functional drawers and one faux drawer (top middle), Fully extending lower drawer is 5-1/2 in. H with dovetail-conjoined corners, Doors have exposed nickel hinge knuckles for a vintage look, Solidly constructed with a combination of poplar and engineered wood, 1-year limited warranty, Vanity top will need to be installed by customer, <a href=""https://www.homedepot.com/b/Bath-Bathroom-Vanities/Home-Decorators-Collection/N-5yc1vZcfv3Z4vr"" target=""_blank"" style=""color:#F96302;"">Click here for more exclusive Home Decorators Collection bathroom vanities</a>","[{'Cabinet & Top Assembled weight (lbs)': '196.44'}, {'Medicine Cabinet Included': 'Medicine Cabinet Not Included'}, {'Cabinet Color Family': 'Blue'}, {'Number of Drawers': '3'}, {'Top weight (lb.)': '92.6'}, {'Style': 'Cottage'}, {'Faucet Included': 'Faucet Included'}, {'Sink Shape': 'Rectangular'}, {'Top Color Family': 'Black'}, {'Assembly Required': 'Yes'}, {'Sink Material': 'Vitreous China'}, {'Sink Type': 'Undermount'}, {'Vanity Drawer/Door Features': 'Adjustable Hinges,Concealed Hinges,Soft Close Door Hinges'}, {'Sink Color': 'White'}, {'Number of Shelves Included in Cabinet': '0'}, {'Number of Sinks': 'Single Sink'}, {'Included': 'Drawers,Pull Handle(s)'}, {'Mirror Included': 'Mirror Not Included'}, {'Returnable': '90-Day'}, {'Hardware Finish Family': 'Blue'}, {'Top Material': 'Granite'}, {'Vanity Top Edge Type': 'Flat'}, {'Sink Location': 'Center'}, {'Cabinet Color': 'Harbor Blue'}, {'Faucet Hole Spacing (in.)': '8 in. Faucet Hole Spacing'}, {'Cabinet Material': 'Medium Density Fiberboard (MDF)'}, {'Vanity Cabinet Features': 'Bun Feet,Concealed Hinges,Predrilled,Prefinished,Sink Overflow Drain'}, {'Backsplash Included': 'Backsplash Included'}, {'Sidesplash Included': 'Sidesplash Included'}, {'Top Color': 'Black'}, {'Cabinet Shade': 'Dark'}, {'Vanity Type': 'Freestanding'}, {'Sink Color Family': 'White'}, {'Manufacturer Warranty': 'Limited 1 year warranty'}, {'Cabinet Height (in.)': '34.00'}, {'Cabinet Width (in.)': '48.00'}, {'Vanity Top Thickness (in.)': '.78'}, {'Backsplash Height (in.)': '4'}, {'Basin Width (in.)': '11.8'}, {'Cabinet Depth (in.)': '21.63'}, {'Countertop Depth (in.)': '22.00'}, {'Assembled Depth (in.)': '22.00 in'}, {'Basin Depth (in.)': '7.9'}, {'Countertop Height (in.)': '.78'}, {'Assembled Width (in.)': '49.00 in'}, {'Countertop Width (in.)': '49.00'}, {'Basin Length (in.)': '20.5'}, {'Assembled Height (in.)': '34.78 in'}]"
